date,device,sex,funnel_step,step_order,user_count,conversion_rate_from_previous,min_date,max_date
2015-02-12,Desktop,Male,Confirmation,4,2,8.0,2015-01-01,2015-04-30
2015-02-12,Mobile,Female,Home,1,129,100.0,2015-01-01,2015-04-30
2015-02-12,Mobile,Female,Search,2,101,78.29,2015-01-01,2015-04-30
2015-02-12,Mobile,Female,Payment,3,15,14.85,2015-01-01,2015-04-30
2015-02-12,Mobile,Female,Confirmation,4,1,6.67,2015-01-01,2015-04-30
2015-02-12,Mobile,Male,Home,1,127,100.0,2015-01-01,2015-04-30
2015-02-12,Mobile,Male,Search,2,102,80.31,2015-01-01,2015-04-30
2015-02-12,Mobile,Male,Payment,3,19,18.63,2015-01-01,2015-04-30
2015-02-12,Mobile,Male,Confirmation,4,1,5.26,2015-01-01,2015-04-30
2015-02-13,Desktop,Female,Home,1,248,100.0,2015-01-01,2015-04-30
2015-02-13,Desktop,Female,Search,2,138,55.65,2015-01-01,2015-04-30
2015-02-13,Desktop,Female,Payment,3,25,18.12,2015-01-01,2015-04-30
2015-02-13,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-13,Desktop,Male,Home,1,273,100.0,2015-01-01,2015-04-30
2015-02-13,Desktop,Male,Search,2,126,46.15,2015-01-01,2015-04-30
2015-02-13,Desktop,Male,Payment,3,17,13.49,2015-01-01,2015-04-30
2015-02-13,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-13,Mobile,Female,Home,1,124,100.0,2015-01-01,2015-04-30
2015-02-13,Mobile,Female,Search,2,103,83.06,2015-01-01,2015-04-30
2015-02-13,Mobile,Female,Payment,3,19,18.45,2015-01-01,2015-04-30
2015-02-13,Mobile,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-13,Mobile,Male,Home,1,141,100.0,2015-01-01,2015-04-30
2015-02-13,Mobile,Male,Search,2,109,77.3,2015-01-01,2015-04-30
2015-02-13,Mobile,Male,Payment,3,20,18.35,2015-01-01,2015-04-30
2015-02-13,Mobile,Male,Confirmation,4,1,5.0,2015-01-01,2015-04-30
2015-02-14,Desktop,Female,Home,1,248,100.0,2015-01-01,2015-04-30
2015-02-14,Desktop,Female,Search,2,132,53.23,2015-01-01,2015-04-30
2015-02-14,Desktop,Female,Payment,3,21,15.91,2015-01-01,2015-04-30
2015-02-14,Desktop,Female,Confirmation,4,1,4.76,2015-01-01,2015-04-30
2015-02-14,Desktop,Male,Home,1,253,100.0,2015-01-01,2015-04-30
2015-02-14,Desktop,Male,Search,2,125,49.41,2015-01-01,2015-04-30
2015-02-14,Desktop,Male,Payment,3,18,14.4,2015-01-01,2015-04-30
2015-02-14,Desktop,Male,Confirmation,4,1,5.56,2015-01-01,2015-04-30
2015-02-14,Mobile,Female,Home,1,132,100.0,2015-01-01,2015-04-30
2015-02-14,Mobile,Female,Search,2,98,74.24,2015-01-01,2015-04-30
2015-02-14,Mobile,Female,Payment,3,19,19.39,2015-01-01,2015-04-30
2015-02-14,Mobile,Female,Confirmation,4,3,15.79,2015-01-01,2015-04-30
2015-02-14,Mobile,Male,Home,1,142,100.0,2015-01-01,2015-04-30
2015-02-14,Mobile,Male,Search,2,101,71.13,2015-01-01,2015-04-30
2015-02-14,Mobile,Male,Payment,3,20,19.8,2015-01-01,2015-04-30
2015-02-14,Mobile,Male,Confirmation,4,5,25.0,2015-01-01,2015-04-30
2015-02-15,Desktop,Female,Home,1,288,100.0,2015-01-01,2015-04-30
2015-02-15,Desktop,Female,Search,2,142,49.31,2015-01-01,2015-04-30
2015-02-15,Desktop,Female,Payment,3,22,15.49,2015-01-01,2015-04-30
2015-02-15,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-15,Desktop,Male,Home,1,281,100.0,2015-01-01,2015-04-30
2015-02-15,Desktop,Male,Search,2,148,52.67,2015-01-01,2015-04-30
2015-02-15,Desktop,Male,Payment,3,19,12.84,2015-01-01,2015-04-30
2015-02-15,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-15,Mobile,Female,Home,1,134,100.0,2015-01-01,2015-04-30
2015-02-15,Mobile,Female,Search,2,109,81.34,2015-01-01,2015-04-30
2015-02-15,Mobile,Female,Payment,3,28,25.69,2015-01-01,2015-04-30
2015-02-15,Mobile,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-15,Mobile,Male,Home,1,132,100.0,2015-01-01,2015-04-30
2015-02-15,Mobile,Male,Search,2,107,81.06,2015-01-01,2015-04-30
2015-02-15,Mobile,Male,Payment,3,24,22.43,2015-01-01,2015-04-30
2015-02-15,Mobile,Male,Confirmation,4,4,16.67,2015-01-01,2015-04-30
2015-02-16,Desktop,Female,Home,1,247,100.0,2015-01-01,2015-04-30
2015-02-16,Desktop,Female,Search,2,121,48.99,2015-01-01,2015-04-30
2015-02-16,Desktop,Female,Payment,3,17,14.05,2015-01-01,2015-04-30
2015-02-16,Desktop,Female,Confirmation,4,1,5.88,2015-01-01,2015-04-30
2015-02-16,Desktop,Male,Home,1,269,100.0,2015-01-01,2015-04-30
2015-02-16,Desktop,Male,Search,2,129,47.96,2015-01-01,2015-04-30
2015-02-16,Desktop,Male,Payment,3,26,20.16,2015-01-01,2015-04-30
2015-02-16,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-16,Mobile,Female,Home,1,125,100.0,2015-01-01,2015-04-30
2015-02-16,Mobile,Female,Search,2,99,79.2,2015-01-01,2015-04-30
2015-02-16,Mobile,Female,Payment,3,23,23.23,2015-01-01,2015-04-30
2015-02-16,Mobile,Female,Confirmation,4,5,21.74,2015-01-01,2015-04-30
2015-02-16,Mobile,Male,Home,1,130,100.0,2015-01-01,2015-04-30
2015-02-16,Mobile,Male,Search,2,107,82.31,2015-01-01,2015-04-30
2015-02-16,Mobile,Male,Payment,3,20,18.69,2015-01-01,2015-04-30
2015-02-16,Mobile,Male,Confirmation,4,1,5.0,2015-01-01,2015-04-30
2015-02-17,Desktop,Female,Home,1,282,100.0,2015-01-01,2015-04-30
2015-02-17,Desktop,Female,Search,2,151,53.55,2015-01-01,2015-04-30
2015-02-17,Desktop,Female,Payment,3,29,19.21,2015-01-01,2015-04-30
2015-02-17,Desktop,Female,Confirmation,4,1,3.45,2015-01-01,2015-04-30
2015-02-17,Desktop,Male,Home,1,262,100.0,2015-01-01,2015-04-30
2015-02-17,Desktop,Male,Search,2,131,50.0,2015-01-01,2015-04-30
2015-02-17,Desktop,Male,Payment,3,19,14.5,2015-01-01,2015-04-30
2015-02-17,Desktop,Male,Confirmation,4,3,15.79,2015-01-01,2015-04-30
2015-02-17,Mobile,Female,Home,1,121,100.0,2015-01-01,2015-04-30
2015-02-17,Mobile,Female,Search,2,94,77.69,2015-01-01,2015-04-30
2015-02-17,Mobile,Female,Payment,3,26,27.66,2015-01-01,2015-04-30
2015-02-17,Mobile,Female,Confirmation,4,3,11.54,2015-01-01,2015-04-30
2015-02-17,Mobile,Male,Home,1,139,100.0,2015-01-01,2015-04-30
2015-02-17,Mobile,Male,Search,2,115,82.73,2015-01-01,2015-04-30
2015-02-17,Mobile,Male,Payment,3,22,19.13,2015-01-01,2015-04-30
2015-02-17,Mobile,Male,Confirmation,4,3,13.64,2015-01-01,2015-04-30
2015-02-18,Desktop,Female,Home,1,264,100.0,2015-01-01,2015-04-30
2015-02-18,Desktop,Female,Search,2,148,56.06,2015-01-01,2015-04-30
2015-02-18,Desktop,Female,Payment,3,28,18.92,2015-01-01,2015-04-30
2015-02-18,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-18,Desktop,Male,Home,1,260,100.0,2015-01-01,2015-04-30
2015-02-18,Desktop,Male,Search,2,124,47.69,2015-01-01,2015-04-30
2015-02-18,Desktop,Male,Payment,3,23,18.55,2015-01-01,2015-04-30
2015-02-18,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-18,Mobile,Female,Home,1,136,100.0,2015-01-01,2015-04-30
2015-02-18,Mobile,Female,Search,2,107,78.68,2015-01-01,2015-04-30
2015-02-18,Mobile,Female,Payment,3,20,18.69,2015-01-01,2015-04-30
2015-02-18,Mobile,Female,Confirmation,4,2,10.0,2015-01-01,2015-04-30
2015-02-18,Mobile,Male,Home,1,134,100.0,2015-01-01,2015-04-30
2015-02-18,Mobile,Male,Search,2,100,74.63,2015-01-01,2015-04-30
2015-02-18,Mobile,Male,Payment,3,21,21.0,2015-01-01,2015-04-30
2015-02-18,Mobile,Male,Confirmation,4,1,4.76,2015-01-01,2015-04-30
2015-02-19,Desktop,Female,Home,1,270,100.0,2015-01-01,2015-04-30
2015-02-19,Desktop,Female,Search,2,135,50.0,2015-01-01,2015-04-30
2015-02-19,Desktop,Female,Payment,3,23,17.04,2015-01-01,2015-04-30
2015-02-19,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-19,Desktop,Male,Home,1,220,100.0,2015-01-01,2015-04-30
2015-02-19,Desktop,Male,Search,2,108,49.09,2015-01-01,2015-04-30
2015-02-19,Desktop,Male,Payment,3,19,17.59,2015-01-01,2015-04-30
2015-02-19,Desktop,Male,Confirmation,4,3,15.79,2015-01-01,2015-04-30
2015-02-19,Mobile,Female,Home,1,130,100.0,2015-01-01,2015-04-30
2015-02-19,Mobile,Female,Search,2,103,79.23,2015-01-01,2015-04-30
2015-02-19,Mobile,Female,Payment,3,22,21.36,2015-01-01,2015-04-30
2015-02-19,Mobile,Female,Confirmation,4,2,9.09,2015-01-01,2015-04-30
2015-02-19,Mobile,Male,Home,1,147,100.0,2015-01-01,2015-04-30
2015-02-19,Mobile,Male,Search,2,117,79.59,2015-01-01,2015-04-30
2015-02-19,Mobile,Male,Payment,3,32,27.35,2015-01-01,2015-04-30
2015-02-19,Mobile,Male,Confirmation,4,2,6.25,2015-01-01,2015-04-30
2015-02-20,Desktop,Female,Home,1,278,100.0,2015-01-01,2015-04-30
2015-02-20,Desktop,Female,Search,2,139,50.0,2015-01-01,2015-04-30
2015-02-20,Desktop,Female,Payment,3,20,14.39,2015-01-01,2015-04-30
2015-02-20,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-20,Desktop,Male,Home,1,258,100.0,2015-01-01,2015-04-30
2015-02-20,Desktop,Male,Search,2,135,52.33,2015-01-01,2015-04-30
2015-02-20,Desktop,Male,Payment,3,21,15.56,2015-01-01,2015-04-30
2015-02-20,Desktop,Male,Confirmation,4,1,4.76,2015-01-01,2015-04-30
2015-02-20,Mobile,Female,Home,1,136,100.0,2015-01-01,2015-04-30
2015-02-20,Mobile,Female,Search,2,103,75.74,2015-01-01,2015-04-30
2015-02-20,Mobile,Female,Payment,3,20,19.42,2015-01-01,2015-04-30
2015-02-20,Mobile,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-20,Mobile,Male,Home,1,150,100.0,2015-01-01,2015-04-30
2015-02-20,Mobile,Male,Search,2,121,80.67,2015-01-01,2015-04-30
2015-02-20,Mobile,Male,Payment,3,30,24.79,2015-01-01,2015-04-30
2015-02-20,Mobile,Male,Confirmation,4,2,6.67,2015-01-01,2015-04-30
2015-02-21,Desktop,Female,Home,1,243,100.0,2015-01-01,2015-04-30
2015-02-21,Desktop,Female,Search,2,119,48.97,2015-01-01,2015-04-30
2015-02-21,Desktop,Female,Payment,3,14,11.76,2015-01-01,2015-04-30
2015-02-21,Desktop,Female,Confirmation,4,1,7.14,2015-01-01,2015-04-30
2015-02-21,Desktop,Male,Home,1,307,100.0,2015-01-01,2015-04-30
2015-02-21,Desktop,Male,Search,2,163,53.09,2015-01-01,2015-04-30
2015-02-21,Desktop,Male,Payment,3,21,12.88,2015-01-01,2015-04-30
2015-02-21,Desktop,Male,Confirmation,4,3,14.29,2015-01-01,2015-04-30
2015-02-21,Mobile,Female,Home,1,125,100.0,2015-01-01,2015-04-30
2015-02-21,Mobile,Female,Search,2,108,86.4,2015-01-01,2015-04-30
2015-02-21,Mobile,Female,Payment,3,22,20.37,2015-01-01,2015-04-30
2015-02-21,Mobile,Female,Confirmation,4,1,4.55,2015-01-01,2015-04-30
2015-02-21,Mobile,Male,Home,1,154,100.0,2015-01-01,2015-04-30
2015-02-21,Mobile,Male,Search,2,123,79.87,2015-01-01,2015-04-30
2015-02-21,Mobile,Male,Payment,3,23,18.7,2015-01-01,2015-04-30
2015-02-21,Mobile,Male,Confirmation,4,2,8.7,2015-01-01,2015-04-30
2015-02-22,Desktop,Female,Home,1,258,100.0,2015-01-01,2015-04-30
2015-02-22,Desktop,Female,Search,2,133,51.55,2015-01-01,2015-04-30
2015-02-22,Desktop,Female,Payment,3,13,9.77,2015-01-01,2015-04-30
2015-02-22,Desktop,Female,Confirmation,4,1,7.69,2015-01-01,2015-04-30
2015-02-22,Desktop,Male,Home,1,291,100.0,2015-01-01,2015-04-30
2015-02-22,Desktop,Male,Search,2,144,49.48,2015-01-01,2015-04-30
2015-02-22,Desktop,Male,Payment,3,18,12.5,2015-01-01,2015-04-30
2015-02-22,Desktop,Male,Confirmation,4,1,5.56,2015-01-01,2015-04-30
2015-02-22,Mobile,Female,Home,1,142,100.0,2015-01-01,2015-04-30
2015-02-22,Mobile,Female,Search,2,120,84.51,2015-01-01,2015-04-30
2015-02-22,Mobile,Female,Payment,3,25,20.83,2015-01-01,2015-04-30
2015-02-22,Mobile,Female,Confirmation,4,2,8.0,2015-01-01,2015-04-30
2015-02-22,Mobile,Male,Home,1,134,100.0,2015-01-01,2015-04-30
2015-02-22,Mobile,Male,Search,2,107,79.85,2015-01-01,2015-04-30
2015-02-22,Mobile,Male,Payment,3,20,18.69,2015-01-01,2015-04-30
2015-02-22,Mobile,Male,Confirmation,4,2,10.0,2015-01-01,2015-04-30
2015-02-23,Desktop,Female,Home,1,258,100.0,2015-01-01,2015-04-30
2015-02-23,Desktop,Female,Search,2,138,53.49,2015-01-01,2015-04-30
2015-02-23,Desktop,Female,Payment,3,20,14.49,2015-01-01,2015-04-30
2015-02-23,Desktop,Female,Confirmation,4,2,10.0,2015-01-01,2015-04-30
2015-02-23,Desktop,Male,Home,1,276,100.0,2015-01-01,2015-04-30
2015-02-23,Desktop,Male,Search,2,126,45.65,2015-01-01,2015-04-30
2015-02-23,Desktop,Male,Payment,3,20,15.87,2015-01-01,2015-04-30
2015-02-23,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-23,Mobile,Female,Home,1,148,100.0,2015-01-01,2015-04-30
2015-02-23,Mobile,Female,Search,2,122,82.43,2015-01-01,2015-04-30
2015-02-23,Mobile,Female,Payment,3,22,18.03,2015-01-01,2015-04-30
2015-02-23,Mobile,Female,Confirmation,4,1,4.55,2015-01-01,2015-04-30
2015-02-23,Mobile,Male,Home,1,129,100.0,2015-01-01,2015-04-30
2015-02-23,Mobile,Male,Search,2,102,79.07,2015-01-01,2015-04-30
2015-02-23,Mobile,Male,Payment,3,18,17.65,2015-01-01,2015-04-30
2015-02-23,Mobile,Male,Confirmation,4,3,16.67,2015-01-01,2015-04-30
2015-02-24,Desktop,Female,Home,1,245,100.0,2015-01-01,2015-04-30
2015-02-24,Desktop,Female,Search,2,132,53.88,2015-01-01,2015-04-30
2015-02-24,Desktop,Female,Payment,3,27,20.45,2015-01-01,2015-04-30
2015-02-24,Desktop,Female,Confirmation,4,3,11.11,2015-01-01,2015-04-30
2015-02-24,Desktop,Male,Home,1,259,100.0,2015-01-01,2015-04-30
2015-02-24,Desktop,Male,Search,2,127,49.03,2015-01-01,2015-04-30
2015-02-24,Desktop,Male,Payment,3,21,16.54,2015-01-01,2015-04-30
2015-02-24,Desktop,Male,Confirmation,4,2,9.52,2015-01-01,2015-04-30
2015-02-24,Mobile,Female,Home,1,136,100.0,2015-01-01,2015-04-30
2015-02-24,Mobile,Female,Search,2,108,79.41,2015-01-01,2015-04-30
2015-02-24,Mobile,Female,Payment,3,29,26.85,2015-01-01,2015-04-30
2015-02-24,Mobile,Female,Confirmation,4,4,13.79,2015-01-01,2015-04-30
2015-02-24,Mobile,Male,Home,1,119,100.0,2015-01-01,2015-04-30
2015-02-24,Mobile,Male,Search,2,95,79.83,2015-01-01,2015-04-30
2015-02-24,Mobile,Male,Payment,3,20,21.05,2015-01-01,2015-04-30
2015-02-24,Mobile,Male,Confirmation,4,2,10.0,2015-01-01,2015-04-30
2015-02-25,Desktop,Female,Home,1,285,100.0,2015-01-01,2015-04-30
2015-02-25,Desktop,Female,Search,2,152,53.33,2015-01-01,2015-04-30
2015-02-25,Desktop,Female,Payment,3,15,9.87,2015-01-01,2015-04-30
2015-02-25,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-25,Desktop,Male,Home,1,278,100.0,2015-01-01,2015-04-30
2015-02-25,Desktop,Male,Search,2,144,51.8,2015-01-01,2015-04-30
2015-02-25,Desktop,Male,Payment,3,21,14.58,2015-01-01,2015-04-30
2015-02-25,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-25,Mobile,Female,Home,1,144,100.0,2015-01-01,2015-04-30
2015-02-25,Mobile,Female,Search,2,112,77.78,2015-01-01,2015-04-30
2015-02-25,Mobile,Female,Payment,3,21,18.75,2015-01-01,2015-04-30
2015-02-25,Mobile,Female,Confirmation,4,2,9.52,2015-01-01,2015-04-30
2015-02-25,Mobile,Male,Home,1,123,100.0,2015-01-01,2015-04-30
2015-02-25,Mobile,Male,Search,2,100,81.3,2015-01-01,2015-04-30
2015-02-25,Mobile,Male,Payment,3,22,22.0,2015-01-01,2015-04-30
2015-02-25,Mobile,Male,Confirmation,4,3,13.64,2015-01-01,2015-04-30
2015-02-26,Desktop,Female,Home,1,267,100.0,2015-01-01,2015-04-30
2015-02-26,Desktop,Female,Search,2,125,46.82,2015-01-01,2015-04-30
2015-02-26,Desktop,Female,Payment,3,18,14.4,2015-01-01,2015-04-30
2015-02-26,Desktop,Female,Confirmation,4,1,5.56,2015-01-01,2015-04-30
2015-02-26,Desktop,Male,Home,1,276,100.0,2015-01-01,2015-04-30
2015-02-26,Desktop,Male,Search,2,141,51.09,2015-01-01,2015-04-30
2015-02-26,Desktop,Male,Payment,3,16,11.35,2015-01-01,2015-04-30
2015-02-26,Desktop,Male,Confirmation,4,1,6.25,2015-01-01,2015-04-30
2015-02-26,Mobile,Female,Home,1,125,100.0,2015-01-01,2015-04-30
2015-02-26,Mobile,Female,Search,2,101,80.8,2015-01-01,2015-04-30
2015-02-26,Mobile,Female,Payment,3,28,27.72,2015-01-01,2015-04-30
2015-02-26,Mobile,Female,Confirmation,4,2,7.14,2015-01-01,2015-04-30
2015-02-26,Mobile,Male,Home,1,144,100.0,2015-01-01,2015-04-30
2015-02-26,Mobile,Male,Search,2,121,84.03,2015-01-01,2015-04-30
2015-02-26,Mobile,Male,Payment,3,23,19.01,2015-01-01,2015-04-30
2015-02-26,Mobile,Male,Confirmation,4,2,8.7,2015-01-01,2015-04-30
2015-02-27,Desktop,Female,Home,1,262,100.0,2015-01-01,2015-04-30
2015-02-27,Desktop,Female,Search,2,119,45.42,2015-01-01,2015-04-30
2015-02-27,Desktop,Female,Payment,3,20,16.81,2015-01-01,2015-04-30
2015-02-27,Desktop,Female,Confirmation,4,1,5.0,2015-01-01,2015-04-30
2015-02-27,Desktop,Male,Home,1,264,100.0,2015-01-01,2015-04-30
2015-02-27,Desktop,Male,Search,2,133,50.38,2015-01-01,2015-04-30
2015-02-27,Desktop,Male,Payment,3,25,18.8,2015-01-01,2015-04-30
2015-02-27,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-27,Mobile,Female,Home,1,133,100.0,2015-01-01,2015-04-30
2015-02-27,Mobile,Female,Search,2,110,82.71,2015-01-01,2015-04-30
2015-02-27,Mobile,Female,Payment,3,20,18.18,2015-01-01,2015-04-30
2015-02-27,Mobile,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-27,Mobile,Male,Home,1,133,100.0,2015-01-01,2015-04-30
2015-02-27,Mobile,Male,Search,2,106,79.7,2015-01-01,2015-04-30
2015-02-27,Mobile,Male,Payment,3,24,22.64,2015-01-01,2015-04-30
2015-02-27,Mobile,Male,Confirmation,4,2,8.33,2015-01-01,2015-04-30
2015-02-28,Desktop,Female,Home,1,276,100.0,2015-01-01,2015-04-30
2015-02-28,Desktop,Female,Search,2,149,53.99,2015-01-01,2015-04-30
2015-02-28,Desktop,Female,Payment,3,16,10.74,2015-01-01,2015-04-30
2015-02-28,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-28,Desktop,Male,Home,1,267,100.0,2015-01-01,2015-04-30
2015-02-28,Desktop,Male,Search,2,143,53.56,2015-01-01,2015-04-30
2015-02-28,Desktop,Male,Payment,3,15,10.49,2015-01-01,2015-04-30
2015-02-28,Desktop,Male,Confirmation,4,1,6.67,2015-01-01,2015-04-30
2015-02-28,Mobile,Female,Home,1,128,100.0,2015-01-01,2015-04-30
2015-02-28,Mobile,Female,Search,2,107,83.59,2015-01-01,2015-04-30
2015-02-28,Mobile,Female,Payment,3,29,27.1,2015-01-01,2015-04-30
2015-02-28,Mobile,Female,Confirmation,4,4,13.79,2015-01-01,2015-04-30
2015-02-28,Mobile,Male,Home,1,147,100.0,2015-01-01,2015-04-30
2015-02-28,Mobile,Male,Search,2,117,79.59,2015-01-01,2015-04-30
2015-02-28,Mobile,Male,Payment,3,18,15.38,2015-01-01,2015-04-30
2015-02-28,Mobile,Male,Confirmation,4,2,11.11,2015-01-01,2015-04-30
2015-03-01,Desktop,Female,Home,1,242,100.0,2015-01-01,2015-04-30
2015-03-01,Desktop,Female,Search,2,123,50.83,2015-01-01,2015-04-30
2015-03-01,Desktop,Female,Payment,3,5,4.07,2015-01-01,2015-04-30
2015-03-01,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-03-01,Desktop,Male,Home,1,238,100.0,2015-01-01,2015-04-30
2015-03-01,Desktop,Male,Search,2,109,45.8,2015-01-01,2015-04-30
2015-03-01,Desktop,Male,Payment,3,4,3.67,2015-01-01,2015-04-30
2015-03-01,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-03-01,Mobile,Female,Home,1,118,100.0,2015-01-01,2015-04-30
2015-03-01,Mobile,Female,Search,2,28,23.73,2015-01-01,2015-04-30
2015-03-01,Mobile,Female,Payment,3,5,17.86,2015-01-01,2015-04-30
2015-03-01,Mobile,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-03-01,Mobile,Male,Home,1,124,100.0,2015-01-01,2015-04-30
2015-03-01,Mobile,Male,Search,2,23,18.55,2015-01-01,2015-04-30
2015-03-01,Mobile,Male,Payment,3,5,21.74,2015-01-01,2015-04-30
2015-03-01,Mobile,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-03-02,Desktop,Female,Home,1,247,100.0,2015-01-01,2015-04-30
2015-03-02,Desktop,Female,Search,2,108,43.72,2015-01-01,2015-04-30
2015-03-02,Desktop,Female,Payment,3,3,2.78,2015-01-01,2015-04-30
2015-03-02,Desktop,Female,Confirmation,4,1,33.33,2015-01-01,2015-04-30
2015-03-02,Desktop,Male,Home,1,250,100.0,2015-01-01,2015-04-30
2015-03-02,Desktop,Male,Search,2,120,48.0,2015-01-01,2015-04-30
2015-03-02,Desktop,Male,Payment,3,5,4.17,2015-01-01,2015-04-30
2015-03-02,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-03-02,Mobile,Female,Home,1,138,100.0,2015-01-01,2015-04-30
2015-03-02,Mobile,Female,Search,2,29,21.01,2015-01-01,2015-04-30
2015-03-02,Mobile,Female,Payment,3,5,17.24,2015-01-01,2015-04-30
2015-03-02,Mobile,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-03-02,Mobile,Male,Home,1,112,100.0,2015-01-01,2015-04-30
2015-03-02,Mobile,Male,Search,2,29,25.89,2015-01-01,2015-04-30
2015-03-02,Mobile,Male,Payment,3,4,13.79,2015-01-01,2015-04-30
2015-03-02,Mobile,Male,Confirmation,4,1,25.0,2015-01-01,2015-04-30
2015-03-03,Desktop,Female,Home,1,235,100.0,2015-01-01,2015-04-30
2015-03-03,Desktop,Female,Search,2,124,52.77,2015-01-01,2015-04-30
2015-03-03,Desktop,Female,Payment,3,4,3.23,2015-01-01,2015-04-30
2015-03-03,Desktop,Female,Confirmation,4,1,25.0,2015-01-01,2015-04-30
2015-03-03,Desktop,Male,Home,1,234,100.0,2015-01-01,2015-04-30
2015-03-03,Desktop,Male,Search,2,124,52.99,2015-01-01,2015-04-30
2015-03-03,Desktop,Male,Payment,3,3,2.42,2015-01-01,2015-04-30
2015-03-03,Desktop,Male,Confirmation,4,1,33.33,2015-01-01,2015-04-30
2015-03-03,Mobile,Female,Home,1,126,100.0,2015-01-01,2015-04-30
2015-03-03,Mobile,Female,Search,2,23,18.25,2015-01-01,2015-04-30
2015-03-03,Mobile,Female,Payment,3,5,21.74,2015-01-01,2015-04-30
2015-03-03,Mobile,Female,Confirmation,4,1,20.0,2015-01-01,2015-04-30
2015-03-03,Mobile,Male,Home,1,136,100.0,2015-01-01,2015-04-30
2015-03-03,Mobile,Male,Search,2,22,16.18,2015-01-01,2015-04-30
2015-03-03,Mobile,Male,Payment,3,4,18.18,2015-01-01,2015-04-30
2015-03-03,Mobile,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-03-04,Desktop,Female,Home,1,244,100.0,2015-01-01,2015-04-30
2015-03-04,Desktop,Female,Search,2,117,47.95,2015-01-01,2015-04-30
2015-03-04,Desktop,Female,Payment,3,8,6.84,2015-01-01,2015-04-30
2015-03-04,Desktop,Female,Confirmation,4,1,12.5,2015-01-01,2015-04-30
2015-03-04,Desktop,Male,Home,1,238,100.0,2015-01-01,2015-04-30
2015-03-04,Desktop,Male,Search,2,103,43.28,2015-01-01,2015-04-30
2015-03-04,Desktop,Male,Payment,3,9,8.74,2015-01-01,2015-04-30
2015-03-04,Desktop,Male,Confirmation,4,2,22.22,2015-01-01,2015-04-30
2015-03-04,Mobile,Female,Home,1,116,100.0,2015-01-01,2015-04-30
2015-03-04,Mobile,Female,Search,2,22,18.97,2015-01-01,2015-04-30
2015-03-04,Mobile,Female,Payment,3,5,22.73,2015-01-01,2015-04-30
2015-03-04,Mobile,Female,Confirmation,4,1,20.0,2015-01-01,2015-04-30
2015-03-04,Mobile,Male,Home,1,102,100.0,2015-01-01,2015-04-30
2015-03-04,Mobile,Male,Search,2,23,22.55,2015-01-01,2015-04-30
2015-03-04,Mobile,Male,Payment,3,5,21.74,2015-01-01,2015-04-30
2015-03-04,Mobile,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-03-05,Desktop,Female,Home,1,236,100.0,2015-01-01,2015-04-30
2015-03-05,Desktop,Female,Search,2,115,48.73,2015-01-01,2015-04-30
2015-03-05,Desktop,Female,Payment,3,5,4.35,2015-01-01,2015-04-30
2015-03-05,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-03-05,Desktop,Male,Home,1,236,100.0,2015-01-01,2015-04-30
2015-03-05,Desktop,Male,Search,2,110,46.61,2015-01-01,2015-04-30
2015-03-05,Desktop,Male,Payment,3,5,4.55,2015-01-01,2015-04-30
2015-03-05,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-03-05,Mobile,Female,Home,1,115,100.0,2015-01-01,2015-04-30
2015-03-05,Mobile,Female,Search,2,22,19.13,2015-01-01,2015-04-30
2015-03-05,Mobile,Female,Payment,3,6,27.27,2015-01-01,2015-04-30
